Tiempo en Meses desde el Ultimo Mantenimiento,Horas de Uso Totales,Ciclos de Encendido/Apagado,Condiciones Ambientales - Optimo,Condiciones Ambientales - Aceptable,Condiciones Ambientales - Critico,Tipo de Aplicaciones - Bajo Uso,Tipo de Aplicaciones - Mediano Uso,Tipo de Aplicaciones - Alto Uso,Refrigeracion Adicional,Carga de Trabajo Promedio (%),Proximo Mantenimiento en Meses
0.6931471805599453,7.0909098220799835,5.017279836814924,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.330733340286331,1.9459101490553132
1.0986122886681096,6.85751406254539,4.61512051684126,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.189654742026425,1.3862943611198906
1.3862943611198906,6.685860947068359,4.394449154672438,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.2626798770413155,1.0986122886681096
1.0986122886681096,6.398594934535208,4.795790545596741,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.110873864173311,1.791759469228055
1.6094379124341003,5.993961427306569,3.9318256327243257,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.025351690735149,1.6094379124341003
2.0794415416798357,8.46821300919452,6.672032945461067,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.2580965380214817,1.6094379124341003
1.0986122886681096,7.606884531219629,6.80128303447162,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.6888794541139363,1.9459101490553132
2.3978952727983707,8.4252971767117,6.263398262591624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.988984046564274,0.6931471805599453
2.3978952727983707,8.33423142973486,6.4723462945009,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.737669618283368,0.6931471805599453
2.3978952727983707,8.515992470839718,6.608000625296087,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.553876891600541,0.6931471805599453
1.3862943611198906,8.3707791729607,6.638567789166521,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.442651256490317,1.6094379124341003
2.5649493574615367,8.39795910349254,6.224558429275359,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.6635616461296463,0.6931471805599453
2.3025850929940455,8.243282523048375,6.679599185844383,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.394449154672438,0.6931471805599453
2.4849066497880004,7.745002803515839,5.950642552587727,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.951243718581427,0.6931471805599453
0.6808760568351732,8.717835291321773,6.788201755776897,0.0,0.0,0.9540469970754308,0.0,0.0,0.90883619396082,1.068885049064685,3.93068647679859,0.6575738342389189
2.3978952727983707,7.610357618312837,6.71295620067707,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.189654742026425,1.6094379124341003
2.3025850929940455,7.9658927350845286,6.318968113746434,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.3672958299864737,0.6931471805599453
1.8264112293993087,8.710615836629557,6.4794766576854945,0.0,1.08960606214741,0.0,0.0,0.0,0.9300635214624006,1.0371809264993743,3.962757866080377,0.689238438329382
2.3088944451864157,8.256215483443878,6.606165984902604,0.0,0.0,1.0034609407493948,0.0,0.0,1.0106640167174274,1.0567907536935508,4.16941265098353,0.7407591906139034
2.4849066497880004,7.697575346802343,6.634633357861686,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.553876891600541,0.6931471805599453
0.7196648604060821,8.51066057990762,6.119552043262698,0.9386993010319848,0.0,0.0,0.0,1.0473022481434473,0.0,0.0,4.656666440395212,1.5732365789688156
0.6931471805599453,7.7266536648476425,6.297109319933935,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.1588830833596715,2.0794415416798357
2.5649493574615367,8.17695386822578,6.135564891081739,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.127134385045092,1.3862943611198906
1.791759469228055,8.473450268468318,6.777646593635116,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.51085950651685,1.0986122886681096
2.5649493574615367,8.464214266625351,6.618738983517219,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.8501476017100584,0.6931471805599453
2.3025850929940455,7.802618063442671,6.327936783729195,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.110873864173311,1.0986122886681096
2.3025850929940455,8.38206051742474,6.782192056006791,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.23410650459726,1.0986122886681096
2.3025850929940455,8.385716828627851,6.516193076042963,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.406719247264253,1.0986122886681096
2.0794415416798357,8.075893630298857,6.272877006546167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.8066624897703196,1.0986122886681096
1.791759469228055,7.898039690764618,5.953243334287784,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.499809670330265,1.6094379124341003
2.197224577336219,8.196161139282902,6.559615237493242,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.454347296253507,0.6931471805599453
1.791759469228055,7.795234929002172,6.704414354964107,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.4965075614664802,1.3862943611198906
2.3025850929940455,8.397508348470257,6.71174039505618,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.382026634673881,1.0986122886681096
2.4849066497880004,8.35608503102148,6.694562058521095,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.7135720667043075,1.3862943611198906
2.357646837945836,8.411722525437337,6.772035647344377,0.0,0.0,1.044195299816005,0.0,0.0,1.0747226772751792,0.0,3.8324554032380003,0.6596949086768312
2.354861554811787,8.611247758727382,6.378410542297985,0.9624191318197356,0.0,0.0,0.0,0.0,1.0623923700280515,0.0,3.3358218898209455,1.431765553175121
1.3862943611198906,8.134174272137903,6.697034247666484,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.174387269895637,1.3862943611198906
2.4849066497880004,8.446770727119691,6.042632833682381,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.5217885770490405,1.6094379124341003
1.3862943611198906,8.120886021092838,6.80128303447162,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.189654742026425,0.6931471805599453
2.197224577336219,8.284756593190435,6.648984550024776,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.6375861597263857,0.6931471805599453
1.3862943611198906,8.381373468273702,5.966146739123692,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.382026634673881,0.6931471805599453
1.791759469228055,8.465057436995709,5.926926025970411,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5217885770490405,1.6094379124341003
2.4849066497880004,7.691200097522863,6.023447592961032,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.454347296253507,1.791759469228055
